title:Cortex_data, start timestamp:1586024893.723758, stop timestamp:1586025073.725302, headset type:INSIGHT, headset serial:5A687D62, headset firmware:925, subject name:hsestudent, channels:31, sampling rate:0.1, samples:357       , version:2.0
Timestamp,PM.Engagement.IsActive,PM.Engagement.Scaled,PM.Engagement.Raw,PM.Engagement.Min,PM.Engagement.Max,PM.Excitement.IsActive,PM.Excitement.Scaled,PM.Excitement.Raw,PM.Excitement.Min,PM.Excitement.Max,PM.LongTermExcitement,PM.Stress.IsActive,PM.Stress.Scaled,PM.Stress.Raw,PM.Stress.Min,PM.Stress.Max,PM.Relaxation.IsActive,PM.Relaxation.Scaled,PM.Relaxation.Raw,PM.Relaxation.Min,PM.Relaxation.Max,PM.Interest.IsActive,PM.Interest.Scaled,PM.Interest.Raw,PM.Interest.Min,PM.Interest.Max,PM.Focus.IsActive,PM.Focus.Scaled,PM.Focus.Raw,PM.Focus.Min,PM.Focus.Max
1586024986.127242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024986.631401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024987.135761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024987.640120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024988.144378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024988.648838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024989.156537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024989.663635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024990.169036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024990.675048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024991.182783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024991.689317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024992.194255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024992.699595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024993.203831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024993.707770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024994.212107,1,0.462958,0.684926,-0.332993,1.589820,1,0.459555,4.591665,-0.674916,9.141614,0.311138,1,0.315742,-0.149070,-0.322161,0.118715,1,0.429430,0.275914,-0.534950,1.046151,1,0.508898,18.920619,-31.073298,56.320922,1,0.286797,0.456782,0.394004,0.566581
1586024994.716947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024995.221385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024995.725423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024996.229559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024996.734398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024997.238737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024997.742977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024998.247317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024998.751556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024999.256294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586024999.760332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025000.264469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025000.769408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025001.273446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025001.777583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
